date,product_id,price,units_sold,holiday,competitor_price,promotion,stock_level,store_location,season
05-08-2024,1008,11.36455,20,0,10.80534,0,153,Chicago,Winter
06-08-2024,1008,10.9151,68,0,12.5581,0,152,Chicago,Winter
07-08-2024,1008,9.338765,62,0,6.085358,0,231,Chicago,Winter
08-08-2024,1008,10.0821,44,1,12.59175,1,419,Chicago,Winter
09-08-2024,1008,11.04052,73,1,9.053278,0,397,Houston,Spring
10-08-2024,1008,9.670902,14,0,9.944166,0,498,Houston,Fall
11-08-2024,1008,11.18863,16,0,12.59117,0,67,Houston,Summer
12-08-2024,1008,8.943001,16,0,6.250441,0,91,Houston,Summer
13-08-2024,1008,10.16804,26,0,5.776996,1,183,Houston,Fall
14-08-2024,1008,11.50317,78,0,9.012369,0,98,Houston,Summer
15-08-2024,1008,11.67174,33,0,9.514302,0,279,Houston,Spring
16-08-2024,1008,11.0602,46,0,15.34404,0,356,Houston,Fall
17-08-2024,1008,10.37732,25,0,13.12878,0,242,Houston,Spring
18-08-2024,1008,11.47854,99,1,13.10778,0,272,Houston,Spring
19-08-2024,1008,11.3099,10,0,6.76288,0,121,Phoenix,Winter
20-08-2024,1008,9.425222,62,0,14.02974,0,74,Phoenix,Fall
21-08-2024,1008,11.43991,53,0,9.85056,1,443,Phoenix,Spring
22-08-2024,1008,9.454199,54,0,7.266755,0,423,Phoenix,Fall
23-08-2024,1008,12.11308,17,0,14.57334,0,81,Phoenix,Fall
24-08-2024,1008,11.81035,71,0,15.40995,1,360,Phoenix,Summer
25-08-2024,1008,12.39766,76,0,8.89569,1,104,Phoenix,Spring
26-08-2024,1008,12.07062,42,0,7.971257,0,417,Phoenix,Summer
27-08-2024,1008,11.26267,46,0,12.32444,0,486,Phoenix,Spring
28-08-2024,1008,9.660163,96,0,15.44926,1,308,Phoenix,Winter
29-08-2024,1009,36.70203,20,0,41.63408,0,153,New York,Summer
30-08-2024,1009,39.8599,98,0,34.25127,0,290,New York,Summer
31-08-2024,1009,38.54532,10,0,37.27005,1,368,New York,Fall
01-09-2024,1009,37.43336,93,1,39.13325,1,442,New York,Summer
02-09-2024,1009,37.56624,80,1,38.48646,0,252,New York,Summer
03-09-2024,1009,39.14251,28,1,36.8582,0,106,New York,Fall
04-09-2024,1009,36.45796,74,0,35.25507,0,306,New York,Winter
05-09-2024,1009,39.8031,32,0,38.69792,0,401,New York,Spring
06-09-2024,1009,37.47309,73,0,37.29779,1,185,New York,Summer
07-09-2024,1009,36.64543,55,0,35.99894,0,418,New York,Spring
08-09-2024,1009,38.02135,71,0,41.68286,0,212,Los Angeles,Spring
09-09-2024,1009,38.19004,62,1,37.50341,0,234,Los Angeles,Fall
10-09-2024,1009,36.52459,53,0,42.28086,0,478,Los Angeles,Winter
11-09-2024,1009,36.24981,93,0,33.34611,0,268,Los Angeles,Winter
12-09-2024,1009,37.24144,75,0,36.21918,1,454,Los Angeles,Winter
13-09-2024,1009,39.01935,36,0,36.61659,0,441,Los Angeles,Winter
01-01-2024,1009,39.32544,56,0,41.7438,1,280,Los Angeles,Summer
02-01-2024,1009,38.06583,83,0,40.25989,0,315,Los Angeles,Winter
03-01-2024,1009,36.22033,42,0,37.68639,0,421,Los Angeles,Spring
04-01-2024,1009,37.36581,92,0,39.06794,0,312,Los Angeles,Fall
05-01-2024,1009,37.07546,22,1,41.95728,0,254,Chicago,Spring
01-02-2024,1009,38.48888,94,0,36.71376,0,358,Chicago,Summer
02-02-2024,1009,36.5512,64,0,38.56487,0,417,Chicago,Spring
03-02-2024,1009,39.62798,82,0,35.24654,1,128,Chicago,Summer
04-02-2024,1009,39.4646,41,0,34.42597,0,178,Chicago,Summer
05-02-2024,1009,37.34978,82,0,38.856,0,308,Chicago,Fall
01-01-2024,1009,36.23225,22,1,41.08873,0,413,Chicago,Spring
02-01-2024,1009,39.93952,74,1,37.23545,0,452,Chicago,Winter
03-01-2024,1009,38.56212,90,1,33.77242,1,283,Chicago,Spring
04-01-2024,1009,39.82439,78,0,38.42765,0,324,Chicago,Fall
05-01-2024,1009,40.03679,26,0,41.09191,0,65,Houston,Summer
06-01-2024,1009,36.34821,56,0,35.63093,0,163,Houston,Spring
07-01-2024,1009,38.42027,45,0,37.9781,1,386,Houston,Spring
08-01-2024,1009,39.23033,33,0,35.79265,0,76,Houston,Fall
09-01-2024,1009,38.83639,39,1,37.41097,1,324,Houston,Spring
10-01-2024,1009,38.62063,22,0,38.22155,0,336,Houston,Fall
01-01-2024,1009,39.6704,26,0,39.31902,0,272,Houston,Spring
02-01-2024,1009,39.55509,37,0,39.79955,0,487,Houston,Spring
03-01-2024,1009,37.45359,85,1,33.67792,1,369,Houston,Winter
04-01-2024,1009,39.82555,87,1,33.86205,1,452,Houston,Fall
05-01-2024,1009,36.63972,59,0,39.84953,1,312,Phoenix,Spring
06-01-2024,1009,39.29831,27,0,35.73915,0,152,Phoenix,Spring
07-01-2024,1009,40.13681,32,1,34.08176,0,145,Phoenix,Fall
08-01-2024,1009,37.04823,80,0,41.27829,0,234,Phoenix,Winter
09-01-2024,1009,36.22561,38,1,37.97946,1,421,Phoenix,Summer
10-01-2024,1009,38.80745,41,0,42.81981,0,123,Phoenix,Winter
11-01-2024,1009,38.56511,52,0,40.16441,0,322,Phoenix,Spring
12-01-2024,1009,37.01334,98,0,36.03362,0,363,Phoenix,Spring
13-01-2024,1009,36.26717,50,0,39.15499,1,223,Phoenix,Summer
14-01-2024,1009,36.97811,21,1,40.0338,1,441,Phoenix,Fall
15-01-2024,1010,39.5928,25,0,36.94941,0,110,New York,Summer
16-01-2024,1010,39.17278,52,0,43.12854,0,455,New York,Winter
17-01-2024,1010,42.13009,52,1,41.50415,0,212,New York,Winter
18-01-2024,1010,42.23141,39,0,42.89893,0,470,New York,Summer
19-01-2024,1010,39.079,92,0,42.39277,0,91,New York,Summer
20-01-2024,1010,39.8715,31,0,40.47381,1,480,New York,Spring
21-01-2024,1010,41.16475,70,0,44.16388,0,100,New York,Fall
22-01-2024,1010,40.86955,92,0,39.11228,0,448,New York,Summer
23-01-2024,1010,39.68901,70,0,41.30728,0,470,New York,Fall
24-01-2024,1010,42.85325,60,0,45.32473,0,382,New York,Summer
25-01-2024,1010,42.71285,94,0,44.90332,0,112,Los Angeles,Spring
26-01-2024,1010,40.12264,79,0,40.07407,0,236,Los Angeles,Winter
27-01-2024,1010,42.36849,68,0,40.10416,0,183,Los Angeles,Summer
28-01-2024,1010,39.82155,14,0,44.46189,1,325,Los Angeles,Fall
29-01-2024,1010,39.09034,76,0,36.02828,1,422,Los Angeles,Spring
30-01-2024,1010,41.78797,51,1,36.77922,0,419,Los Angeles,Summer
31-01-2024,1010,39.66396,31,0,36.71329,0,204,Los Angeles,Summer
01-02-2024,1010,40.44255,72,1,36.42246,0,130,Los Angeles,Summer
02-02-2024,1010,39.70875,44,0,41.91828,1,323,Los Angeles,Spring
03-02-2024,1010,40.47199,45,0,40.62777,1,466,Los Angeles,Fall
01-08-2024,1010,39.03636,50,0,39.86987,0,102,Chicago,Summer
02-08-2024,1010,41.71609,62,0,43.034,1,98,Chicago,Spring
03-08-2024,1010,39.61455,62,0,36.14099,0,121,Chicago,Winter
04-08-2024,1010,40.80747,41,0,37.89096,0,251,Chicago,Fall
05-08-2024,1010,40.12675,33,0,38.778,0,199,Chicago,Summer
06-08-2024,1010,42.11255,62,0,37.78269,1,437,Chicago,Fall
01-09-2024,1010,39.33928,25,0,41.83223,0,240,Chicago,Winter
02-09-2024,1010,42.35231,54,0,41.98501,1,104,Chicago,Fall
03-09-2024,1010,41.09665,23,0,39.02661,0,86,Chicago,Summer
04-09-2024,1010,39.41383,22,0,42.58108,0,476,Chicago,Fall
05-09-2024,1010,41.13917,39,1,42.73127,0,468,Houston,Summer
06-09-2024,1010,40.80208,41,0,37.66746,0,107,Houston,Summer
01-12-2024,1010,42.08101,44,1,41.80146,0,202,Houston,Summer
02-12-2024,1010,42.04078,13,1,45.01044,0,174,Houston,Spring
03-12-2024,1010,39.1074,31,0,36.58371,0,219,Houston,Summer
04-12-2024,1010,42.46279,93,0,38.02237,0,451,Houston,Summer
05-12-2024,1010,39.35532,64,0,38.60048,0,303,Houston,Spring
06-12-2024,1010,40.19003,28,0,35.96275,0,321,Houston,Summer
01-08-2024,1010,39.73875,31,0,42.03638,0,159,Houston,Spring
02-08-2024,1010,40.86883,70,0,38.30625,0,134,Houston,Fall
03-08-2024,1010,39.22928,44,0,44.18004,0,351,Phoenix,Winter
04-08-2024,1010,41.64367,59,0,43.45495,0,430,Phoenix,Fall
05-08-2024,1010,40.44974,51,0,44.58621,1,83,Phoenix,Summer
06-08-2024,1010,42.69318,72,1,42.17606,0,282,Phoenix,Summer
07-08-2024,1010,40.64053,34,0,40.87214,0,169,Phoenix,Winter
08-08-2024,1010,40.04779,72,0,38.8865,0,171,Phoenix,Summer
09-08-2024,1010,40.90544,33,0,41.26003,0,484,Phoenix,Fall
10-08-2024,1010,42.61998,18,0,43.89906,0,152,Phoenix,Fall
11-08-2024,1010,41.48193,79,1,44.02473,1,233,Phoenix,Spring
12-08-2024,1010,42.0776,45,1,41.61012,0,466,Phoenix,Fall
13-08-2024,1011,44.29013,82,0,39.68571,0,197,New York,Winter
14-08-2024,1011,43.45219,54,1,42.71618,0,217,New York,Summer
15-08-2024,1011,45.82327,54,0,43.18923,1,243,New York,Winter
16-08-2024,1011,46.09006,53,1,40.16026,0,165,New York,Winter
17-08-2024,1011,42.9805,15,0,44.53769,0,351,New York,Spring
18-08-2024,1011,46.12556,73,0,41.05007,0,455,New York,Fall
19-08-2024,1011,42.32556,19,1,42.75105,0,181,New York,Summer
20-08-2024,1011,44.43553,69,0,41.41451,1,346,New York,Summer
21-08-2024,1011,45.11595,10,0,42.61929,0,276,New York,Spring
22-08-2024,1011,43.36202,14,0,47.23745,1,117,New York,Winter
23-08-2024,1011,43.81743,90,0,39.24429,1,176,Los Angeles,Winter
24-08-2024,1011,45.77157,42,0,40.7454,0,238,Los Angeles,Summer
25-08-2024,1011,45.18458,57,1,46.96018,0,123,Los Angeles,Spring
26-08-2024,1011,42.43816,17,1,45.28048,1,279,Los Angeles,Fall
27-08-2024,1011,45.30605,75,0,43.49951,0,113,Los Angeles,Spring
28-08-2024,1011,44.88538,74,0,46.23473,1,175,Los Angeles,Spring
29-08-2024,1011,43.41799,93,0,39.45681,0,319,Los Angeles,Spring
30-08-2024,1011,42.2241,31,0,44.16402,0,314,Los Angeles,Summer
31-08-2024,1011,42.91179,32,1,41.39962,1,74,Los Angeles,Winter
01-09-2024,1011,43.49414,17,0,41.7092,0,341,Los Angeles,Winter
02-09-2024,1011,45.15819,10,0,39.16317,1,150,Chicago,Summer
03-09-2024,1011,42.87479,52,1,47.71994,0,409,Chicago,Spring
04-09-2024,1011,45.95759,74,0,48.97381,0,494,Chicago,Winter
05-09-2024,1011,44.35687,96,0,46.63423,0,461,Chicago,Spring
06-09-2024,1011,43.88319,62,0,45.64762,0,499,Chicago,Spring
07-09-2024,1011,42.77672,72,0,45.49631,1,347,Chicago,Summer
08-09-2024,1011,42.49419,60,0,48.80466,0,343,Chicago,Winter
09-09-2024,1011,43.89617,24,0,42.34042,0,264,Chicago,Spring
10-09-2024,1011,43.65158,48,1,42.90083,0,488,Chicago,Winter
11-09-2024,1011,43.39486,89,0,39.30406,0,102,Chicago,Fall
12-09-2024,1011,42.23816,79,0,43.28879,0,468,Houston,Spring
13-09-2024,1011,43.6474,11,0,43.23538,0,452,Houston,Fall
01-01-2024,1011,43.88302,16,0,44.49098,1,428,Houston,Winter
02-01-2024,1011,43.1159,41,1,47.72196,0,349,Houston,Spring
03-01-2024,1011,42.22243,19,0,39.3836,1,138,Houston,Summer
04-01-2024,1011,45.20015,73,0,42.4722,0,397,Houston,Winter
05-01-2024,1011,43.91874,56,0,47.25996,0,410,Houston,Fall
01-02-2024,1011,43.87296,59,0,42.90763,0,334,Houston,Summer
02-02-2024,1011,43.87412,50,0,39.21428,1,94,Houston,Winter
03-02-2024,1011,42.41987,95,1,41.36497,0,94,Houston,Winter
04-02-2024,1011,43.22894,40,0,42.61233,0,122,Phoenix,Spring
05-02-2024,1011,44.56082,90,0,45.90517,0,323,Phoenix,Fall
01-01-2024,1011,43.28133,47,0,45.76252,0,149,Phoenix,Fall
02-01-2024,1011,44.97424,26,0,46.80142,1,59,Phoenix,Fall
03-01-2024,1011,43.12097,79,1,40.15109,0,498,Phoenix,Winter
04-01-2024,1011,46.07977,31,0,45.02275,1,121,Phoenix,Spring
05-01-2024,1011,42.77581,22,0,40.49431,1,76,Phoenix,Winter
06-01-2024,1011,44.1392,76,0,43.27626,1,137,Phoenix,Summer
07-01-2024,1011,45.42118,56,0,40.18081,0,416,Phoenix,Spring
08-01-2024,1011,42.99792,51,0,49.08513,0,366,Phoenix,Spring
09-01-2024,1012,15.72966,98,0,16.61544,1,291,New York,Spring
10-01-2024,1012,14.25142,57,0,19.75527,0,447,New York,Winter
01-01-2024,1012,13.68255,19,0,18.1075,0,177,New York,Winter
02-01-2024,1012,14.45127,40,0,18.69499,0,372,New York,Fall
03-01-2024,1012,17.01279,15,1,12.55579,1,68,New York,Fall
04-01-2024,1012,14.39652,74,1,14.32287,0,422,New York,Winter
05-01-2024,1012,16.51432,95,0,12.20355,1,188,New York,Summer
06-01-2024,1012,15.64906,98,1,19.04787,1,292,New York,Spring
07-01-2024,1012,13.78598,52,1,12.20138,1,353,New York,Spring
08-01-2024,1012,16.47892,47,0,11.41822,1,395,New York,Spring
09-01-2024,1012,16.22456,10,0,19.53038,0,365,Los Angeles,Fall
10-01-2024,1012,15.80158,23,0,17.06037,0,399,Los Angeles,Summer
11-01-2024,1012,16.3932,90,0,17.81411,0,217,Los Angeles,Fall
12-01-2024,1012,15.2622,97,0,16.23377,0,235,Los Angeles,Fall
13-01-2024,1012,14.3972,81,0,17.74317,0,204,Los Angeles,Winter
14-01-2024,1012,15.55189,70,0,11.11082,1,243,Los Angeles,Summer
15-01-2024,1012,14.78049,99,0,17.43495,0,375,Los Angeles,Fall
16-01-2024,1012,16.53732,73,0,16.81416,0,480,Los Angeles,Spring
17-01-2024,1012,14.30085,42,0,17.5349,0,254,Los Angeles,Fall
18-01-2024,1012,15.58786,28,0,13.60303,0,107,Los Angeles,Winter
19-01-2024,1012,15.0357,51,0,16.84418,0,325,Chicago,Summer
20-01-2024,1012,13.95012,43,0,13.29951,0,212,Chicago,Winter
21-01-2024,1012,13.88296,64,1,16.34609,0,51,Chicago,Spring
22-01-2024,1012,15.65901,79,1,15.63942,1,51,Chicago,Summer
23-01-2024,1012,16.55512,80,0,11.13963,0,425,Chicago,Spring
24-01-2024,1012,16.1896,41,0,19.65775,1,158,Chicago,Summer
25-01-2024,1012,15.82382,57,0,16.63881,0,467,Chicago,Spring
26-01-2024,1012,15.20975,19,0,17.71926,1,173,Chicago,Spring
27-01-2024,1012,14.33273,74,0,12.9953,1,154,Chicago,Fall
28-01-2024,1012,16.97261,80,1,11.23738,0,449,Chicago,Winter
29-01-2024,1012,16.8327,15,1,18.98327,0,321,Houston,Fall
30-01-2024,1012,14.19609,28,0,11.9815,0,277,Houston,Spring
31-01-2024,1012,14.88469,50,0,13.76022,1,464,Houston,Summer
01-02-2024,1012,16.2252,85,0,12.76819,0,314,Houston,Summer
02-02-2024,1012,16.10427,39,0,11.65476,0,141,Houston,Winter
03-02-2024,1012,15.65994,15,0,19.78058,0,441,Houston,Winter
01-08-2024,1012,17.44254,79,0,19.77093,0,435,Houston,Summer
02-08-2024,1012,16.15652,83,0,18.18643,0,458,Houston,Winter
03-08-2024,1012,14.52612,82,0,17.60034,0,286,Houston,Winter
04-08-2024,1012,13.96793,56,0,16.61515,0,392,Houston,Winter
05-08-2024,1012,13.99381,81,0,13.86878,1,141,Phoenix,Summer
06-08-2024,1012,16.54957,36,1,14.05023,0,110,Phoenix,Winter
01-09-2024,1012,15.59356,50,0,11.51332,1,213,Phoenix,Winter
02-09-2024,1012,15.53056,58,0,12.59126,0,270,Phoenix,Winter
03-09-2024,1012,16.92435,82,0,16.09142,0,178,Phoenix,Fall
04-09-2024,1012,16.73869,69,1,14.15221,0,314,Phoenix,Spring
05-09-2024,1012,14.5624,37,1,11.54411,1,434,Phoenix,Fall
06-09-2024,1012,13.91706,61,0,18.95583,0,256,Phoenix,Winter
01-12-2024,1012,17.23548,78,0,18.71245,1,383,Phoenix,Fall
02-12-2024,1012,14.91404,95,1,19.26906,0,351,Phoenix,Spring
01-01-2024,1013,45.5588,90,0,44.39042,0,328,New York,Spring
02-01-2024,1013,46.18816,16,0,45.46523,1,153,New York,Winter
03-01-2024,1013,47.79582,85,0,46.97604,0,177,New York,Fall
04-01-2024,1013,45.98517,37,0,50.16563,1,114,New York,Spring
05-01-2024,1013,48.88322,77,0,50.23978,1,193,New York,Winter
01-02-2024,1013,46.54729,41,0,49.10289,0,279,New York,Spring
02-02-2024,1013,45.61556,65,0,50.93542,0,108,New York,Spring
03-02-2024,1013,47.22068,88,0,45.80785,1,59,New York,Winter
04-02-2024,1013,47.41389,77,0,43.85229,0,199,New York,Spring
05-02-2024,1013,49.06202,38,0,46.53918,1,225,New York,Spring
01-01-2024,1013,45.63202,80,0,48.74122,0,489,Los Angeles,Spring
02-01-2024,1013,49.18257,40,1,49.71343,0,392,Los Angeles,Spring
03-01-2024,1013,47.23813,77,0,49.20349,0,225,Los Angeles,Summer
04-01-2024,1013,48.22087,66,0,45.01214,0,135,Los Angeles,Winter
05-01-2024,1013,45.92533,92,0,46.38812,0,116,Los Angeles,Summer
06-01-2024,1013,46.46051,98,0,46.33736,0,216,Los Angeles,Winter
07-01-2024,1013,45.69219,65,0,50.72922,0,261,Los Angeles,Winter
08-01-2024,1013,46.99855,32,1,45.53165,0,312,Los Angeles,Fall
09-01-2024,1013,49.15533,82,0,44.44431,0,261,Los Angeles,Winter
10-01-2024,1013,47.5874,65,1,51.74242,0,458,Los Angeles,Summer
01-01-2024,1013,45.73752,50,0,45.96893,0,436,Chicago,Winter
02-01-2024,1013,47.86754,69,1,48.13682,0,237,Chicago,Spring
03-01-2024,1013,46.25232,16,0,47.92907,0,244,Chicago,Fall
04-01-2024,1013,45.66921,58,0,44.26222,0,241,Chicago,Fall
05-01-2024,1013,47.03967,90,0,51.81107,0,265,Chicago,Summer
06-01-2024,1013,49.10087,41,0,49.36121,0,438,Chicago,Fall
07-01-2024,1013,45.48309,36,0,50.24536,1,412,Chicago,Winter
08-01-2024,1013,46.70319,10,0,43.05003,0,408,Chicago,Summer
09-01-2024,1013,46.82211,89,1,42.30707,1,177,Chicago,Fall
10-01-2024,1013,45.76082,14,0,45.01365,1,488,Chicago,Summer
11-01-2024,1013,48.25212,92,0,49.39797,0,448,Houston,Fall
12-01-2024,1013,48.50001,96,0,42.24556,0,72,Houston,Winter
13-01-2024,1013,47.41514,60,1,45.07998,1,304,Houston,Fall
14-01-2024,1013,47.44461,26,1,46.21436,0,336,Houston,Winter
15-01-2024,1013,45.91215,53,0,45.0004,1,472,Houston,Winter
16-01-2024,1013,47.62212,64,0,50.12697,1,397,Houston,Spring
17-01-2024,1013,47.52053,47,0,42.95125,0,397,Houston,Fall
18-01-2024,1013,45.56077,25,0,43.24938,0,62,Houston,Winter
19-01-2024,1013,47.15032,93,0,50.40246,0,317,Houston,Spring
20-01-2024,1013,48.40158,20,0,50.98429,0,244,Houston,Fall
21-01-2024,1013,45.24084,31,1,43.20293,0,439,Phoenix,Summer
22-01-2024,1013,45.53691,43,0,43.32261,0,488,Phoenix,Winter
23-01-2024,1013,45.33077,49,0,48.11485,0,441,Phoenix,Summer
24-01-2024,1013,46.30754,91,0,47.26608,0,207,Phoenix,Winter
25-01-2024,1013,45.6435,33,0,49.7419,1,462,Phoenix,Summer
26-01-2024,1013,47.45908,85,0,51.33382,0,301,Phoenix,Summer
27-01-2024,1013,46.82239,35,0,51.18223,0,261,Phoenix,Spring
28-01-2024,1013,47.06817,31,0,47.35183,1,179,Phoenix,Spring
29-01-2024,1013,48.64449,84,0,43.78063,0,461,Phoenix,Summer
30-01-2024,1013,49.1366,93,1,44.16991,1,224,Phoenix,Summer
31-01-2024,1014,14.95259,22,0,17.22434,0,232,New York,Fall
01-02-2024,1014,16.43526,15,0,19.55373,1,490,New York,Summer
02-02-2024,1014,14.67175,19,0,12.02388,0,453,New York,Summer
03-02-2024,1014,14.3874,25,1,10.44615,1,486,New York,Winter
01-08-2024,1014,15.21819,17,0,13.66717,0,414,New York,Summer
02-08-2024,1014,15.48323,51,0,18.60695,1,194,New York,Winter
03-08-2024,1014,14.08581,29,0,11.05488,0,73,New York,Summer
04-08-2024,1014,13.90075,27,0,14.11965,0,329,New York,Summer
05-08-2024,1014,16.6539,91,0,12.48482,0,96,New York,Fall
06-08-2024,1014,13.41699,32,1,14.9859,0,300,New York,Summer
01-09-2024,1014,15.69674,96,1,12.1914,0,362,Los Angeles,Fall
02-09-2024,1014,16.14111,48,0,14.60526,0,463,Los Angeles,Summer
03-09-2024,1014,16.25956,32,0,16.66117,1,380,Los Angeles,Fall
04-09-2024,1014,15.59482,24,0,18.29019,0,421,Los Angeles,Summer
05-09-2024,1014,14.22018,36,0,18.85475,0,285,Los Angeles,Spring
06-09-2024,1014,16.93114,21,0,18.71977,0,79,Los Angeles,Fall
01-12-2024,1014,14.19947,23,0,18.10744,0,90,Los Angeles,Winter
02-12-2024,1014,14.53192,39,1,16.30604,0,481,Los Angeles,Spring
03-12-2024,1014,14.67582,26,0,11.99067,0,247,Los Angeles,Summer
04-12-2024,1014,13.22668,49,0,17.48393,0,269,Los Angeles,Winter
05-12-2024,1014,13.79639,35,0,15.85634,1,108,Chicago,Summer
06-12-2024,1014,15.5412,18,1,11.02947,0,455,Chicago,Spring
01-08-2024,1014,15.4265,62,0,18.58298,0,475,Chicago,Fall
02-08-2024,1014,14.36295,42,0,14.64487,0,306,Chicago,Fall
03-08-2024,1014,16.76568,27,0,12.22733,0,149,Chicago,Summer
04-08-2024,1014,13.33421,20,1,19.39387,0,386,Chicago,Summer
05-08-2024,1014,16.04548,67,0,14.03224,1,210,Chicago,Winter
06-08-2024,1014,15.57714,55,0,14.23107,1,368,Chicago,Spring
07-08-2024,1014,15.878,91,0,12.25293,1,95,Chicago,Fall
08-08-2024,1014,16.55294,54,1,16.88347,0,257,Chicago,Fall
09-08-2024,1014,14.77466,14,1,17.96923,1,123,Houston,Spring
10-08-2024,1014,15.99004,41,1,10.87238,1,382,Houston,Summer
11-08-2024,1014,15.99658,17,0,14.08876,0,465,Houston,Spring
12-08-2024,1014,14.71814,98,0,14.42169,0,188,Houston,Fall
13-08-2024,1014,16.04638,81,0,13.57813,0,215,Houston,Winter
14-08-2024,1014,15.04951,55,0,18.7674,0,498,Houston,Winter
15-08-2024,1014,16.53264,70,1,19.92461,1,297,Houston,Summer
16-08-2024,1014,16.38137,42,0,15.46642,0,90,Houston,Fall
17-08-2024,1014,14.31974,76,1,19.84575,0,253,Houston,Spring
18-08-2024,1014,16.68949,98,0,18.18327,0,109,Houston,Spring
19-08-2024,1014,13.21626,36,0,17.67644,0,360,Phoenix,Spring
20-08-2024,1014,17.04667,28,0,10.61905,0,95,Phoenix,Fall
21-08-2024,1014,16.32377,29,0,18.34902,0,280,Phoenix,Fall
22-08-2024,1014,15.77537,22,0,16.74396,0,386,Phoenix,Winter
23-08-2024,1014,16.66565,46,0,19.32807,1,364,Phoenix,Winter
24-08-2024,1014,14.26856,21,0,12.32706,0,379,Phoenix,Summer
25-08-2024,1014,13.34272,41,0,17.97844,1,241,Phoenix,Summer
26-08-2024,1014,14.67432,12,0,10.72147,1,269,Phoenix,Summer
27-08-2024,1014,16.94068,90,0,15.83305,1,117,Phoenix,Fall
28-08-2024,1014,16.97127,84,0,15.35641,1,187,Phoenix,Winter
29-08-2024,1015,21.85974,72,0,19.83271,0,50,New York,Summer
30-08-2024,1015,21.85492,83,1,26.90638,0,405,New York,Summer
31-08-2024,1015,23.42453,71,0,20.31554,1,108,New York,Winter
01-09-2024,1015,22.17468,36,0,24.6684,0,85,New York,Winter
02-09-2024,1015,24.86368,14,0,26.85768,0,130,New York,Winter
03-09-2024,1015,24.72634,69,1,26.6866,0,249,New York,Winter
04-09-2024,1015,22.12578,76,0,27.25132,0,481,New York,Summer
05-09-2024,1015,25.29136,63,0,19.61952,0,72,New York,Summer
06-09-2024,1015,22.637,80,1,23.33734,0,398,New York,Fall
07-09-2024,1015,23.62318,17,0,25.36084,1,394,New York,Fall
08-09-2024,1015,23.92122,52,0,19.8096,1,475,Los Angeles,Summer
09-09-2024,1015,24.84315,18,0,20.54165,1,131,Los Angeles,Spring
10-09-2024,1015,22.29495,62,0,21.56431,0,192,Los Angeles,Fall
11-09-2024,1015,22.42963,55,0,18.88477,0,466,Los Angeles,Summer
12-09-2024,1015,21.68079,66,0,27.33434,0,299,Los Angeles,Summer
13-09-2024,1015,22.17074,74,0,22.18178,0,179,Los Angeles,Spring
01-01-2024,1015,24.22663,35,1,22.57059,0,492,Los Angeles,Fall
02-01-2024,1015,21.48497,67,1,23.61246,0,260,Los Angeles,Spring
03-01-2024,1015,22.17393,43,1,21.19828,1,157,Los Angeles,Spring
04-01-2024,1015,22.58556,40,0,26.3751,0,162,Los Angeles,Summer
05-01-2024,1015,22.98287,59,0,21.72249,0,87,Chicago,Summer
01-02-2024,1015,23.3766,27,1,23.90329,1,316,Chicago,Fall
02-02-2024,1015,24.82625,38,0,21.34591,1,337,Chicago,Winter
03-02-2024,1015,23.7562,38,1,21.01506,1,107,Chicago,Spring
04-02-2024,1015,22.66765,43,0,23.90959,0,116,Chicago,Spring
05-02-2024,1015,22.1499,81,0,18.65216,0,291,Chicago,Fall
01-01-2024,1015,24.14814,15,0,26.2145,0,128,Chicago,Fall
02-01-2024,1015,23.94032,48,0,26.18944,0,216,Chicago,Summer
03-01-2024,1015,23.97387,29,0,24.02894,0,190,Chicago,Summer
04-01-2024,1015,23.88376,27,0,22.73308,0,434,Chicago,Winter
05-01-2024,1015,21.58522,27,0,22.86042,0,336,Houston,Spring
06-01-2024,1015,23.49237,30,1,23.43153,0,166,Houston,Winter
07-01-2024,1015,22.83864,45,0,24.85104,1,55,Houston,Fall
08-01-2024,1015,23.50684,60,1,24.62886,1,420,Houston,Spring
09-01-2024,1015,22.62982,70,1,20.368,0,344,Houston,Summer
10-01-2024,1015,24.98799,45,0,21.74712,0,358,Houston,Fall
01-01-2024,1015,24.5951,50,0,23.86588,0,448,Houston,Winter
02-01-2024,1015,24.0766,38,1,22.41855,1,499,Houston,Spring
03-01-2024,1015,23.16763,10,0,26.86491,0,88,Houston,Winter
04-01-2024,1015,22.52887,33,0,19.20875,1,178,Houston,Fall
05-01-2024,1015,24.04711,41,0,27.24749,0,399,Phoenix,Fall
06-01-2024,1015,23.47425,48,0,24.12092,1,391,Phoenix,Winter
07-01-2024,1015,22.29656,73,1,27.87309,1,228,Phoenix,Summer
08-01-2024,1015,23.76047,97,0,28.34222,0,163,Phoenix,Summer
09-01-2024,1015,23.53146,86,0,24.77902,0,373,Phoenix,Winter
10-01-2024,1015,23.84751,79,1,18.98407,0,491,Phoenix,Summer
11-01-2024,1015,21.48183,37,0,22.58413,1,208,Phoenix,Summer
12-01-2024,1015,24.394,87,0,27.05879,0,405,Phoenix,Winter
13-01-2024,1015,22.11441,31,0,21.4297,1,448,Phoenix,Summer
14-01-2024,1015,23.69971,15,0,18.62383,0,455,Phoenix,Summer
15-01-2024,1016,23.83709,66,0,25.5066,0,169,New York,Summer
16-01-2024,1016,22.29783,73,0,24.62814,1,52,New York,Fall
17-01-2024,1016,21.32276,98,0,21.17826,1,166,New York,Spring
